Area,MTU,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Oil shale  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Consumption [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Marine  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
BZN|DE-LU,14.07.2021 22:00 - 14.07.2021 23:00 (CET/CEST),3861.5,9887.75,0.0,6571.25,7892.0,341.0,0.0,0.0,18.0,1396.75,77.75,2002.75,209.25,0.0,7902.0,223.5,122.0,0.0,941.0,4564.0,4158.25
BZN|DE-LU,14.07.2021 23:00 - 15.07.2021 00:00 (CET/CEST),3788.5,9183.5,0.0,5033.5,6966.5,341.25,0.0,0.0,18.0,351.25,818.0,1989.75,114.25,0.0,7905.75,228.0,122.0,0.0,983.25,4747.25,3750.25
BZN|DE-LU,15.07.2021 00:00 - 15.07.2021 01:00 (CET/CEST),3699.75,8754.25,0.0,4720.75,5975.0,340.75,0.0,0.0,18.0,418.5,1079.0,1989.75,75.25,0.0,7913.0,230.0,122.0,0.0,967.75,4905.75,3218.25
BZN|DE-LU,15.07.2021 01:00 - 15.07.2021 02:00 (CET/CEST),3681.0,8491.25,0.0,4730.25,5946.25,340.75,0.0,0.0,18.0,328.25,1523.25,1993.0,90.25,0.0,7914.0,230.0,122.0,0.0,960.75,4972.75,2403.5
BZN|DE-LU,15.07.2021 02:00 - 15.07.2021 03:00 (CET/CEST),3675.75,7697.5,0.0,5059.25,6064.5,341.0,0.0,0.0,18.0,263.75,1602.0,1992.75,73.25,0.0,7914.0,230.0,122.0,0.0,949.0,5091.0,2061.0
BZN|DE-LU,15.07.2021 03:00 - 15.07.2021 04:00 (CET/CEST),3672.0,7041.5,0.0,5464.25,6115.25,341.25,0.0,0.0,18.0,346.75,1625.25,1984.0,77.5,0.0,7925.25,230.0,122.0,0.0,955.0,4971.25,2056.5
BZN|DE-LU,15.07.2021 04:00 - 15.07.2021 05:00 (CET/CEST),3681.25,7166.0,0.0,5568.75,6374.25,341.0,0.0,0.0,18.0,299.75,1677.75,1983.75,78.75,0.0,7930.0,230.0,122.0,0.75,933.5,5077.5,2162.5
BZN|DE-LU,15.07.2021 05:00 - 15.07.2021 06:00 (CET/CEST),3697.25,7415.0,0.0,5942.25,6645.75,341.0,0.0,0.0,18.0,284.0,1370.25,1989.25,110.75,0.0,7928.0,230.0,122.0,152.5,912.0,5199.25,2218.0
BZN|DE-LU,15.07.2021 06:00 - 15.07.2021 07:00 (CET/CEST),3805.0,7605.25,0.0,7423.25,7384.75,341.0,0.0,0.0,18.0,450.5,793.5,1997.25,237.0,0.0,7923.75,230.0,122.0,1386.0,896.5,5175.25,2099.0
BZN|DE-LU,15.07.2021 07:00 - 15.07.2021 08:00 (CET/CEST),3930.25,7622.0,0.0,8081.75,8132.0,341.0,0.0,0.0,18.0,1821.25,211.0,1997.25,354.75,0.0,7920.5,223.0,122.0,4359.5,927.25,4926.75,1733.0
BZN|DE-LU,15.07.2021 08:00 - 15.07.2021 09:00 (CET/CEST),3959.75,7696.5,0.0,8115.0,8037.75,340.75,0.0,0.0,18.0,1152.5,211.5,2002.75,244.5,0.0,7919.0,223.0,122.0,8412.0,954.0,4830.75,1579.25
BZN|DE-LU,15.07.2021 09:00 - 15.07.2021 10:00 (CET/CEST),3934.25,8043.75,0.0,7693.0,7754.25,340.75,0.0,0.0,17.0,1011.0,425.5,2012.0,149.75,0.0,7924.5,223.0,122.0,13041.75,939.25,4673.25,1610.0
BZN|DE-LU,15.07.2021 10:00 - 15.07.2021 11:00 (CET/CEST),3883.0,8045.75,0.0,7652.0,7666.0,340.0,0.0,0.0,17.0,1143.25,421.75,2022.25,161.5,0.0,7912.0,223.0,122.0,17322.75,935.75,4420.5,1727.25
BZN|DE-LU,15.07.2021 11:00 - 15.07.2021 12:00 (CET/CEST),3843.5,8126.25,0.0,7395.25,6894.5,340.0,0.0,0.0,18.0,784.5,700.0,2031.0,226.0,0.0,7913.0,223.0,122.0,20050.5,943.75,4210.25,1855.75
BZN|DE-LU,15.07.2021 12:00 - 15.07.2021 13:00 (CET/CEST),3784.0,8101.5,0.0,7595.0,6867.5,340.0,0.0,0.0,18.0,983.0,533.25,2033.75,179.75,0.0,7911.25,223.0,122.0,20471.5,970.5,4347.5,2002.25
BZN|DE-LU,15.07.2021 13:00 - 15.07.2021 14:00 (CET/CEST),3741.5,7971.5,0.0,7529.25,6984.5,340.0,0.0,0.0,17.5,860.25,271.75,2045.0,191.5,0.0,7898.5,223.0,122.0,20456.75,959.5,4364.5,2291.75
BZN|DE-LU,15.07.2021 14:00 - 15.07.2021 15:00 (CET/CEST),3731.5,8150.75,0.0,7423.75,6900.5,340.0,0.0,0.0,17.0,837.25,341.25,2048.25,239.75,0.0,7892.5,223.0,122.0,20083.5,937.0,4628.25,2406.0
BZN|DE-LU,15.07.2021 15:00 - 15.07.2021 16:00 (CET/CEST),3753.75,8316.25,0.0,7042.5,6201.75,340.0,0.0,0.0,17.0,436.5,400.75,2040.75,219.75,0.0,7887.0,223.0,122.0,18637.0,951.75,4722.5,2990.75
